Load	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
Ext	Frame 1	DL	SL	Wutt	*	Wdspan1	*	Wdspan2	*	Wdspan3	*	Wdspan4	*	Wdspan5	*	Wdspan6	*	Frame 2	DL	SL	Wutt	*	Wdtt	*	Frame 3	DL	SL	Wdtt	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
*	Angle	N/mm	N/mm	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	Angle	N/mm	N/mm	N/mm	N	N/mm	N	Angle	N/mm	N/mm	N/mm	N	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
7	25.00	0.55	0.35	0.43	275.60	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.11	0.55	0.35	-1.08	492.97	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
8	25.00	0.55	0.35	0.43	275.60	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.32	0.55	0.35	-1.08	488.29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
9	25.00	0.55	0.35	0.43	275.60	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.51	0.55	0.35	-1.07	484.07	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
10	25.00	0.55	0.35	0.43	275.60	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.68	0.55	0.35	-1.07	480.43	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
11	25.00	0.55	0.35	0.40	299.88	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.79	0.55	0.34	-1.11	515.07	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
12	25.00	0.55	0.35	0.40	299.88	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.85	0.55	0.34	-1.11	513.96	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
13	25.00	0.55	0.35	0.40	299.88	-1.88	869.11	-1.56	720.61	-1.76	809.92	-2.31	1066.39	-2.31	1066.39	-1.51	694.75	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.71	0.55	0.35	-1.11	516.57	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
14	25.00	0.55	0.35	0.40	299.88	-1.88	869.11	-1.56	720.61	-1.76	809.92	-2.31	1066.39	-2.31	1066.39	-1.51	694.75	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.65	0.55	0.35	-1.11	517.68	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
15	25.00	0.55	0.35	0.40	299.88	-1.88	869.11	-1.56	720.61	-1.76	809.92	-2.31	1066.39	-2.31	1066.39	-1.51	694.75	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.54	0.55	0.35	-1.11	519.90	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
16	25.00	0.55	0.35	0.40	271.75	-1.88	869.11	-1.56	720.61	-1.76	809.92	-2.31	1066.39	-2.31	1066.39	-1.51	694.75	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.30	0.55	0.35	-1.02	480.40	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
17	25.00	0.55	0.35	0.40	271.75	-1.91	848.52	-1.57	695.68	-1.52	672.22	-2.22	985.65	-2.32	1031.01	-2.32	1031.01	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.07	0.55	0.35	-1.02	485.33	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
18	25.00	0.55	0.35	0.40	271.75	-1.91	848.52	-1.57	695.68	-1.52	672.22	-2.22	985.65	-2.32	1031.01	-2.32	1031.01	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.21	0.55	0.35	-1.02	482.21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
19	25.00	0.55	0.35	0.40	271.75	-1.91	848.52	-1.57	695.68	-1.52	672.22	-2.22	985.65	-2.32	1031.01	-2.32	1031.01	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.62	0.55	0.35	-1.02	473.63	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
20	25.00	0.55	0.35	0.40	271.75	-1.91	848.52	-1.57	695.68	-1.52	672.22	-2.22	985.65	-2.32	1031.01	-2.32	1031.01	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.96	0.55	0.34	-1.02	466.21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
21	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.26	0.55	0.34	-1.03	441.49	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
22	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.50	0.55	0.34	-1.03	436.77	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
23	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.70	0.55	0.34	-1.03	433.02	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
24	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.85	0.55	0.34	-1.03	430.21	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
25	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.94	0.55	0.34	-1.03	428.37	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
26	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.99	0.55	0.34	-1.03	427.44	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
27	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.36	0.55	0.34	-1.03	439.55	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
28	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.31	0.55	0.34	-1.03	440.51	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
29	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.21	0.55	0.34	-1.03	442.44	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
30	25.00	0.55	0.35	0.41	286.34	-1.87	861.65	-1.68	777.67	-1.49	689.64	-1.17	540.32	-1.87	864.08	-1.95	898.64	45.00	0.55	0.20	0.27	177.80	-0.16	57.72	26.06	0.55	0.34	-1.03	445.33	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
31	25.00	0.55	0.35	0.40	271.75	-1.91	848.52	-1.57	695.68	-1.52	672.22	-2.22	985.65	-2.32	1031.01	-2.32	1031.01	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.86	0.55	0.34	-1.02	468.46	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
32	25.00	0.55	0.35	0.40	271.75	-1.91	848.52	-1.57	695.68	-1.52	672.22	-2.22	985.65	-2.32	1031.01	-2.32	1031.01	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.60	0.55	0.35	-1.02	473.88	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
33	25.00	0.55	0.35	0.40	271.75	-1.91	848.52	-1.57	695.68	-1.52	672.22	-2.22	985.65	-2.32	1031.01	-2.32	1031.01	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.23	0.55	0.35	-1.02	481.83	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
34	25.00	0.55	0.35	0.40	271.75	-1.91	848.52	-1.57	695.68	-1.52	672.22	-2.22	985.65	-2.32	1031.01	-2.32	1031.01	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.10	0.55	0.35	-1.02	484.65	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
35	25.00	0.55	0.35	0.40	271.75	-1.88	869.11	-1.56	720.61	-1.76	809.92	-2.31	1066.39	-2.31	1066.39	-1.51	694.75	45.00	0.55	0.20	0.26	175.80	-0.15	52.87	25.33	0.55	0.35	-1.02	479.73	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
36	25.00	0.55	0.35	0.40	299.88	-1.88	869.11	-1.56	720.61	-1.76	809.92	-2.31	1066.39	-2.31	1066.39	-1.51	694.75	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.56	0.55	0.35	-1.11	519.37	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
37	25.00	0.55	0.35	0.40	299.88	-1.88	869.11	-1.56	720.61	-1.76	809.92	-2.31	1066.39	-2.31	1066.39	-1.51	694.75	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.74	0.55	0.34	-1.11	516.05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
38	25.00	0.55	0.35	0.40	299.88	-1.88	869.11	-1.56	720.61	-1.76	809.92	-2.31	1066.39	-2.31	1066.39	-1.51	694.75	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.86	0.55	0.34	-1.11	513.85	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
39	25.00	0.55	0.35	0.40	299.88	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.91	0.55	0.34	-1.11	512.74	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
40	25.00	0.55	0.35	0.40	299.88	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.27	189.78	-0.15	57.86	25.56	0.55	0.35	-1.11	519.46	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
41	25.00	0.55	0.35	0.43	275.60	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.50	0.55	0.35	-1.07	484.32	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
42	25.00	0.55	0.35	0.43	275.60	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.41	0.55	0.35	-1.07	486.44	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
43	25.00	0.55	0.35	0.43	275.60	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.27	0.55	0.35	-1.08	489.50	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
44	25.00	0.55	0.35	0.43	275.60	-4.22	1704.08	-4.11	1662.04	-5.16	2085.67	-3.68	1487.48	-3.60	1453.42	-3.59	1450.76	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.09	0.55	0.35	-1.08	493.43	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
45	25.00	0.55	0.35	0.43	275.60	-5.40	2213.35	-5.87	2407.13	-4.87	1993.70	-4.39	1796.92	-3.95	1617.59	-3.95	1619.39	45.00	0.55	0.20	0.28	172.01	-0.16	54.90	25.24	0.55	0.35	-1.08	490.09	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
46	25.00	0.55	0.35	0.52	370.61	-5.40	2213.35	-5.87	2407.13	-4.87	1993.70	-4.39	1796.92	-3.95	1617.59	-3.95	1619.39	45.00	0.55	0.20	0.47	219.58	-0.39	147.82	25.69	0.55	0.35	-2.11	1126.87	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
47	25.00	0.55	0.35	0.52	370.61	-5.40	2213.35	-5.87	2407.13	-4.87	1993.70	-4.39	1796.92	-3.95	1617.59	-3.95	1619.39	45.00	0.55	0.20	0.47	219.58	-0.39	147.82	26.06	0.55	0.34	-2.13	1124.92	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
48	25.00	0.55	0.35	0.52	370.61	-5.40	2213.35	-5.87	2407.13	-4.87	1993.70	-4.39	1796.92	-3.95	1617.59	-3.95	1619.39	45.00	0.55	0.20	0.47	219.58	-0.39	147.82	26.34	0.55	0.34	-2.15	1123.46	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
49	25.00	0.55	0.35	0.52	370.61	-5.40	2213.35	-5.87	2407.13	-4.87	1993.70	-4.39	1796.92	-3.95	1617.59	-3.95	1619.39	45.00	0.55	0.20	0.47	219.58	-0.39	147.82	26.52	0.55	0.34	-2.16	1122.48	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
50	25.00	0.55	0.35	0.52	370.61	-8.37	2390.84	-7.77	2220.50	-6.42	1834.37	-6.08	1736.95	-5.71	1629.96	-5.76	1645.50	45.00	0.55	0.20	0.47	219.58	-0.39	147.82	26.61	0.55	0.34	-2.16	1122.00	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
Far	Frame 1	DL	SL	Wutt	*	Wdspan1	*	Wdspan2	*	Wdspan3	*	Wdspan4	*	Wdspan5	*	Wdspan6	*	Frame 2	DL	SL	Wutt	*	Wdtt	*	Frame 3	DL	SL	Wdtt	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
*	Angle	N/mm	N/mm	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	Angle	N/mm	N/mm	N/mm	N	N/mm	N	Angle	N/mm	N/mm	N/mm	N	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
1	25.00	0.55	0.35	0.46	269.29	-2.72	792.43	-2.72	792.43	-1.81	529.15	-1.81	529.15	-1.89	550.54	-1.93	561.64	45.00	0.55	0.20	0.24	129.97	-0.15	37.57	26.42	0.55	0.34	-1.45	693.68	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
2	25.00	0.55	0.35	0.46	269.29	-2.00	941.38	-2.52	1188.62	-2.52	1188.62	-1.66	782.11	-1.75	821.93	-1.66	781.81	45.00	0.55	0.20	0.24	129.97	-0.15	37.57	26.34	0.55	0.34	-1.45	697.02	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
3	25.00	0.55	0.35	0.46	269.29	-2.00	941.38	-2.52	1188.62	-2.52	1188.62	-1.66	782.11	-1.75	821.93	-1.66	781.81	45.00	0.55	0.20	0.24	129.97	-0.15	37.57	26.18	0.55	0.34	-1.45	703.73	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
4	25.00	0.55	0.35	0.46	269.29	-2.00	941.38	-2.52	1188.62	-2.52	1188.62	-1.66	782.11	-1.75	821.93	-1.66	781.81	45.00	0.55	0.20	0.24	129.97	-0.15	37.57	25.94	0.55	0.34	-1.46	713.83	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
5	25.00	0.55	0.35	0.46	269.29	-2.00	941.38	-2.52	1188.62	-2.52	1188.62	-1.66	782.11	-1.75	821.93	-1.66	781.81	45.00	0.55	0.20	0.24	129.97	-0.15	37.57	25.62	0.55	0.35	-1.47	727.38	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
6	25.00	0.55	0.35	0.46	265.82	-2.00	941.38	-2.52	1188.62	-2.52	1188.62	-1.66	782.11	-1.75	821.93	-1.66	781.81	45.00	0.55	0.20	0.22	132.01	-0.15	49.13	25.22	0.55	0.35	-1.45	762.45	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
7	25.00	0.55	0.35	0.46	265.82	-1.06	489.38	-1.84	844.42	-2.32	1066.19	-2.32	1066.19	-1.59	730.34	-1.51	694.62	45.00	0.55	0.20	0.22	132.01	-0.15	49.13	25.23	0.55	0.35	-1.45	762.26	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
8	25.00	0.55	0.35	0.46	265.82	-1.06	489.38	-1.84	844.42	-2.32	1066.19	-2.32	1066.19	-1.59	730.34	-1.51	694.62	45.00	0.55	0.20	0.22	132.01	-0.15	49.13	25.65	0.55	0.35	-1.43	746.15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
9	25.00	0.55	0.35	0.46	265.82	-1.06	489.38	-1.84	844.42	-2.32	1066.19	-2.32	1066.19	-1.59	730.34	-1.51	694.62	45.00	0.55	0.20	0.22	132.01	-0.15	49.13	26.00	0.55	0.34	-1.42	732.95	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
10	25.00	0.55	0.35	0.46	265.82	-1.06	489.38	-1.84	844.42	-2.32	1066.19	-2.32	1066.19	-1.59	730.34	-1.51	694.62	45.00	0.55	0.20	0.22	132.01	-0.15	49.13	26.26	0.55	0.34	-1.40	722.77	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
11	25.00	0.55	0.35	0.46	244.59	-1.06	489.38	-1.84	844.42	-2.32	1066.19	-2.32	1066.19	-1.59	730.34	-1.51	694.62	45.00	0.55	0.20	0.25	133.70	-0.16	40.98	26.45	0.55	0.34	-1.35	710.61	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
12	25.00	0.55	0.35	0.46	244.59	-1.06	489.38	-1.84	844.42	-2.32	1066.19	-2.32	1066.19	-1.59	730.34	-1.51	694.62	45.00	0.55	0.20	0.25	133.70	-0.16	40.98	26.54	0.55	0.34	-1.35	706.45	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
13	25.00	0.55	0.35	0.46	244.59	-1.02	474.02	-1.04	483.60	-1.84	859.73	-2.28	1064.03	-2.28	1064.03	-1.49	696.67	45.00	0.55	0.20	0.25	133.70	-0.16	40.98	26.16	0.55	0.34	-1.37	723.79	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
14	25.00	0.55	0.35	0.46	244.59	-1.02	474.02	-1.04	483.60	-1.84	859.73	-2.28	1064.03	-2.28	1064.03	-1.49	696.67	45.00	0.55	0.20	0.25	133.70	-0.16	40.98	26.06	0.55	0.34	-1.37	728.05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
15	25.00	0.55	0.35	0.46	244.59	-1.02	474.02	-1.04	483.60	-1.84	859.73	-2.28	1064.03	-2.28	1064.03	-1.49	696.67	45.00	0.55	0.20	0.25	133.70	-0.16	40.98	25.87	0.55	0.34	-1.38	736.59	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
16	25.00	0.55	0.35	0.43	250.09	-1.02	474.02	-1.04	483.60	-1.84	859.73	-2.28	1064.03	-2.28	1064.03	-1.49	696.67	45.00	0.55	0.20	0.23	130.74	-0.16	50.84	25.48	0.55	0.35	-1.45	800.48	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
17	25.00	0.55	0.35	0.43	250.09	-1.07	484.69	-1.06	479.94	-1.04	472.81	-1.84	832.11	-2.33	1055.98	-2.33	1055.98	45.00	0.55	0.20	0.23	130.74	-0.16	50.84	25.10	0.55	0.35	-1.47	819.17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
18	25.00	0.55	0.35	0.43	250.09	-1.07	484.69	-1.06	479.94	-1.04	472.81	-1.84	832.11	-2.33	1055.98	-2.33	1055.98	45.00	0.55	0.20	0.23	130.74	-0.16	50.84	25.34	0.55	0.35	-1.45	807.53	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
19	25.00	0.55	0.35	0.43	250.09	-1.07	484.69	-1.06	479.94	-1.04	472.81	-1.84	832.11	-2.33	1055.98	-2.33	1055.98	45.00	0.55	0.20	0.23	130.74	-0.16	50.84	25.96	0.55	0.34	-1.42	776.27	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
20	25.00	0.55	0.35	0.43	250.09	-1.07	484.69	-1.06	479.94	-1.04	472.81	-1.84	832.11	-2.33	1055.98	-2.33	1055.98	45.00	0.55	0.20	0.23	130.74	-0.16	50.84	26.50	0.55	0.34	-1.40	749.40	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
21	25.00	0.55	0.35	0.43	250.50	-1.05	475.23	-1.04	470.46	-1.03	468.07	-1.07	482.40	-1.91	866.09	-1.84	832.12	45.00	0.55	0.20	0.24	136.02	-0.15	47.04	26.96	0.55	0.34	-1.36	693.69	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
22	25.00	0.55	0.35	0.43	250.50	-1.05	475.23	-1.04	470.46	-1.03	468.07	-1.07	482.40	-1.91	866.09	-1.84	832.12	45.00	0.55	0.20	0.24	136.02	-0.15	47.04	27.34	0.55	0.33	-1.35	679.17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
23	25.00	0.55	0.35	0.43	250.50	-1.05	475.23	-1.04	470.46	-1.03	468.07	-1.07	482.40	-1.91	866.09	-1.84	832.12	45.00	0.55	0.20	0.24	136.02	-0.15	47.04	27.64	0.55	0.33	-1.34	667.62	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
24	25.00	0.55	0.35	0.43	250.50	-1.05	475.23	-1.04	470.46	-1.03	468.07	-1.07	482.40	-1.91	866.09	-1.84	832.12	45.00	0.55	0.20	0.24	136.02	-0.15	47.04	27.86	0.55	0.33	-1.33	659.01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
25	25.00	0.55	0.35	0.43	250.50	-1.05	475.23	-1.04	470.46	-1.03	468.07	-1.07	482.40	-1.91	866.09	-1.84	832.12	45.00	0.55	0.20	0.24	136.02	-0.15	47.04	28.00	0.55	0.33	-1.33	653.41	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
26	25.00	0.55	0.35	0.43	250.50	-1.05	475.23	-1.04	470.46	-1.03	468.07	-1.07	482.40	-1.91	866.09	-1.84	832.12	45.00	0.55	0.20	0.24	136.02	-0.15	47.04	28.08	0.55	0.33	-1.33	650.55	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
27	25.00	0.55	0.35	0.43	250.50	-1.05	475.23	-1.04	470.46	-1.03	468.07	-1.07	482.40	-1.91	866.09	-1.84	832.12	45.00	0.55	0.20	0.24	136.02	-0.15	47.04	27.15	0.55	0.33	-1.35	686.29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
